Alle Marken,,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),,Türen kW (PS),,Kl.,preis,2020,2019,2018,2017,2016,2015,2014,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Frühjahr/Sommer 2022,,,,,,,,,,,,,,
Alle Marken,,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,
Fahrzeug/Modell (Generation**),,Türen kW (PS),,Kl.,preis,2020,2019,2018,2017,2016,2015,2014,,
Renault,,,,,,,,,,,,,,
Talisman TCe 225 GPF Intens EDC (RFD),4,165  (225),,IV,38553,28350,,,,,,,,
Talisman ENERGY dCi 110 Life (RFD),4,81  (110),,VI,28250,,,13500,12050,10750,,,,
Talisman BLUE dCi 120 Life (RFD),4,88  (120),,VI,31650,,18850,16800,,,,,,
Talisman ENERGY dCi 130 Life (RFD),4,96  (130),,VI,30100,,,16050,14900,13550,,,,
Talisman BLUE dCi 150 Life (RFD),4,110  (150),,VI,33150,,19950,17800,,,,,,
Talisman BLUE dCi 160 Life EDC (RFD),4,118  (160),,VI,35350,,20750,,,,,,,
Talisman ENERGY dCi 160 Intens EDC (RFD),4,118  (160),,VI,36000,,,18500,17400,15050,,,,
Talisman BLUE dCi 160 Intens EDC (RFD),4,118  (160),,VI,39528,26650,,,,,,,,
Talisman BLUE dCi 190 Intens EDC (RFD),4,138  (188),,VI,44100,29050,,,,,,,,
Talisman BLUE dCi 200 Limited EDC (RFD),4,147  (200),,VI,40600,26750,22750,,,,,,,
Talisman BLUE dCi 200 Intens EDC (RFD),4,147  (200),,VI,40941,27400,,,,,,,,
Talisman Grandtour ENERGY TCe 150 Life EDC (RFD),5,110  (150),,IV,31300,,,19400,17150,16100,,,,
Talisman Grandtour TCe 160 GPF Life EDC (RFD),5,117,-160,IV,32800,23850,21100,,,,,,,
Talisman Grandtour TCe 160 GPF Zen EDC (RFD),5,117,-160,IV,33338,27200,,,,,,,,
Talisman Grandtour ENERGY TCe 200 Intens EDC,5,147  (200),,IV,35950,,,21450,18400,16900,,,,
(RFD),,,,,,,,,,,,,,
Talisman Grandtour TCe 225 GPF Limited EDC (RFD),5,165  (225),,IV,38650,26300,24400,23000,,,,,,
Talisman Grandtour TCe 225 GPF Intens EDC (RFD),5,165  (225),,IV,39528,30200,,,,,,,,
Talisman Grandtour ENERGY dCi 110 Life (RFD),5,81  (110),,VI,29250,,,14600,13050,11500,,,,
Talisman Grandtour BLUE dCi 120 Life (RFD),5,88  (120),,VI,32650,,19400,17350,,,,,,
Talisman Grandtour ENERGY dCi 130 Life (RFD),5,96  (130),,VI,31100,,,17100,14100,13200,,,,
Talisman Grandtour BLUE dCi 150 Life (RFD),5,110  (150),,VI,34150,,21400,19100,,,,,,
Talisman Grandtour BLUE dCi 150 Intens (RFD),5,110  (150),,VI,38309,27400,,,,,,,,
Talisman Grandtour BLUE dCi 160 Life EDC (RFD),5,118  (160),,VI,36350,,21800,,,,,,,
Talisman Grandtour ENERGY dCi 160 Intens EDC (RFD) 5,,118  (160),,VI,37000,,,19250,17050,15150,,,,
Talisman Grandtour BLUE dCi 160 Intens EDC (RFD),5,118  (160),,VI,40502,27350,,,,,,,,
Talisman Grandtour BLUE dCi 190 Intens EDC (RFD),5,138  (188),,VI,45100,30550,,,,,,,,
Talisman Grandtour BLUE dCi 200 Limited EDC (RFD),5,147  (200),,VI,41600,29100,25000,,,,,,,
Talisman Grandtour BLUE dCi 200 Intens EDC (RFD),5,147  (200),,VI,41916,32600,,,,,,,,
"Trafic Combi 2,7t 1.6 dCi 90 Authentique (III)",4,66  (90),,VI,29096,,,,,,12150,11000,,
"Trafic Combi 2,9t 1.6 dCi 90 Authentique (III)",4,66  (90),,VI,29750,,,,,,12450,11250,,
"Trafic Grand Combi 2,9t 1.6 dCi 90 Authentique (III)",4,66  (90),,VI,30583,,,,,,12800,11600,,
"Trafic Combi 2,7t dCi 95 Authentique (III)",4,70  (95),,VI,30714,,,16600,15100,13750,12600,,,
"Trafic Combi 2,9t dCi 95 Start & Stop Authentique (III) 4",,70  (95),,VI,31678,,,16950,15450,14050,12850,,,
"Trafic Grand Combi 2,9t dCi 95 Start & Stop",4,70  (95),,VI,32511,,,17400,15850,14400,13200,,,
Authentique (III),,,,,,,,,,,,,,
"Trafic Combi 2,7t 1.6 dCi 115 Authentique (III)",4,85  (115),,VI,30167,,,,,,12700,11400,,
"Trafic Combi 2,9t 1.6 dCi 115 Authentique (III)",4,85  (115),,VI,30821,,,,,,12900,11650,,
"Trafic Grand Combi 2,9t 1.6 dCi 115 Authentique (III)",4,85  (115),,VI,31654,,,,,,13250,12000,,
"Trafic Combi 2,7t ENERGY 1.6 dCi 120 Expression (III)",4,88  (120),,VI,32309,,,,,,13600,12250,,
"Trafic Combi 2,9t ENERGY 1.6 dCi 120 Expression (III)",4,88  (120),,VI,32963,,,,,,13800,12500,,
"Trafic Grand Combi 2,9t ENERGY 1.6 dCi 120",4,88  (120),,VI,33796,,,,,,14150,12800,,
Expression (III),,,,,,,,,,,,,,
Trafic Grand Combi dCi 120 Start (III),4,88  (120),,VI,34718,22250,20250,,,,,,,
Trafic Grand Combi ENERGY dCi 120 Start (III),4,88  (120),,VI,35075,22500,20450,,,,,,,
,,,,,,,,,,,,,,
ADAC e.V. | 81360 München,Seite: 159 von 213,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Frühjahr/Sommer 2022,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen kW (PS),,Kl.,preis,2020,2019,2018,2017,2016,2015,2014,,,
Renault,,,,,,,,,,,,,,
"Trafic Combi 2,7t dCi 120 Authentique (III)",4,89  (121),VI,32213,,19150,17250,,,,,,,
"Trafic Grand Combi 2,9t dCi 120 Authentique (III)",4,89  (121),VI,33701,,20050,18050,,,,,,,
"Trafic Combi 2,7t ENERGY dCi 125 Authentique (III)",4,92  (125),VI,32451,,,17400,15800,14350,13200,,,,
"Trafic Combi 2,9t ENERGY dCi 125 Authentique (III)",4,92  (125),VI,33939,,,18200,16550,15050,13800,,,,
"Trafic Combi 2,7t ENERGY 1.6 dCi 140 Expression (III)",4,103  (140),VI,33618,,,,,,14500,12750,,,
"Trafic Combi 2,9t ENERGY 1.6 dCi 140 Expression (III)",4,103  (140),VI,34272,,,,,,14800,13000,,,
"Trafic Grand Combi 2,9t ENERGY 1.6 dCi 140",4,103  (140),VI,35105,,,,,,15150,13300,,,
Expression (III),,,,,,,,,,,,,,
"Trafic Combi 2,7t ENERGY dCi 145 Expression (III)",4,107  (145),VI,35307,,,19500,17550,16150,14800,,,,
"Trafic Combi 2,9t ENERGY dCi 145 Expression (III)",4,107  (145),VI,35962,,,19900,17900,16450,15100,,,,
"Trafic Grand Combi 2,9t ENERGY dCi 145 Expression",4,107  (145),VI,36795,,,20350,18350,16850,15450,,,,
(III),,,,,,,,,,,,,,
"Trafic Combi 3,0t ENERGY dCi 145 Start (III)",4,107  (146),VI,35270,22850,20750,,,,,,,,
Trafic Grand Combi ENERGY dCi 145 Start (III),4,107  (146),VI,36503,23650,21500,,,,,,,,
"Trafic Combi 3,0t ENERGY dCi 170 Life EDC (III)",4,125  (170),VI,40090,25950,23600,,,,,,,,
Trafic Grand Combi ENERGY dCi 170 Life EDC (III),4,125  (170),VI,41370,26800,24350,,,,,,,,
"Trafic Kastenwagen L1H1 2,8t ENERGY dCi 95 Ecoline",3,70  (95),VI,26645,15850,13950,,,,,,,,
(III),,,,,,,,,,,,,,
"Trafic Kastenwagen L1H1 2,8t dCi 120 Ecoline (III)",3,88  (120),VI,30369,16000,,,,,,,,,
"Trafic Kastenwagen L1H1 3,0t ENERGY dCi 95  (III)",4,70  (95),VI,29800,17150,15150,,,,,,,,
"Trafic Kastenwagen L2H1 3,0t ENERGY dCi 95  (III)",4,70  (95),VI,30612,17650,15550,,,,,,,,
"Trafic Kastenwagen L1H1 2,8t ENERGY dCi 120  (III)",4,88  (120),VI,33403,18550,16400,,,,,,,,
"Trafic Kastenwagen L1H1 3,0t ENERGY dCi 120  (III)",4,88  (120),VI,34058,18950,16700,,,,,,,,
"Trafic Kastenwagen L2H1 3,0t ENERGY dCi 120  (III)",4,88  (120),VI,34891,19450,17150,,,,,,,,
"Trafic Kastenwagen L1H1 2,8t ENERGY dCi 145",4,107  (146),VI,35367,19650,17350,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L1H1 3,0t ENERGY dCi 145",4,107  (146),VI,39234,21900,19350,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L1H2 3,0t ENERGY dCi 145",4,107  (146),VI,37092,20650,,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L2H1 3,0t ENERGY dCi 145",4,107  (146),VI,40067,22400,19750,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L2H2 3,0t ENERGY dCi 145",4,107  (146),VI,37925,21250,,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L1H1 2,8t ENERGY dCi 170",4,125  (170),VI,36557,20350,17950,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L1H1 3,0t ENERGY dCi 170",4,125  (170),VI,40424,22600,19950,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L1H2 3,0t ENERGY dCi 170",4,125  (170),VI,38282,21350,,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L2H1 3,0t ENERGY dCi 170",4,125  (170),VI,41257,23100,20350,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
"Trafic Kastenwagen L2H2 3,0t ENERGY dCi 170",4,125  (170),VI,39115,21850,,,,,,,,,
Komfort (III),,,,,,,,,,,,,,
Twingo SCe 65 Life (III),5,48  (65),III,10128,8400,7400,,,,,,,,
Twingo SCe 70 Life (III),5,51  (70),III,9990,,6750,6000,5525,4750,,,,,
Twingo SCe 70 Start & Stop Limited 2018 (III),5,51  (70),III,11890,,8275,7350,6700,,,,,,
Twingo SCe 70 Life (III),5,52  (71),III,9690,,,,,4875,,,,,
,,,,,,,,,,,,,,
ADAC e.V. | 81360 München,Seite: 160 von 213,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Frühjahr/Sommer 2022,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen kW (PS),,Kl.,preis,2020,2019,2018,2017,2016,2015,2014,,,
Renault,,,,,,,,,,,,,,
Twingo SCe 70 Start & Stop Dynamique (III),5,52  (71),III,10990,,,,,5675,5200,4625,,,
Twingo SCe 75 Limited (III),5,54  (73),III,12663,9175,8175,,,,,,,,
Twingo ENERGY TCe 90 Dynamique (III),5,66  (90),III,11990,,,,,6175,5425,5275,,,
Twingo TCe 90 Limited (III),5,68  (92),III,13052,10450,9325,,,,,,,,
Twingo ENERGY TCe 110 GT (III),5,80  (109),III,15690,,11100,9875,9175,8150,,,,,
Twizy 45 Life (inkl. Batterie) (L6e-BP) (AC),2,8  (11),I,6950,6175,5725,5350,4725,4225,3800,,,,
Twizy Life (inkl. Batterie) (L7e-CP) (AC),2,13  (18),I,7651,6925,6425,6025,5375,4800,4125,,,,
Zoe Q210 (22 kWh) Life (zzgl. Batteriemiete) (AG),5,65  (88),III,20600,,,,,,5600,5275,,,
Zoe R240 (22 kWh) Life (zzgl. Batteriemiete) (AG),5,65  (88),III,21900,,10050,9150,7525,6550,5850,,,,
Zoe R90 Z.E. 40 (41 kWh) Life (zzgl. Batteriemiete),5,68  (92),III,26100,,,10250,8425,7325,,,,,
(AG),,,,,,,,,,,,,,
Zoe R110 Z.E. 40 (41 kWh) Limited (zzgl.,5,80  (108),III,27900,,12850,11650,,,,,,,
Batteriemiete) (AG),,,,,,,,,,,,,,
Zoe R110 Z.E. 40 (41 kWh) Life (zzgl. Batteriemiete),5,80  (108),III,21900,9925,8850,,,,,,,,
(AG),,,,,,,,,,,,,,
Zoe R110 Z.E. 50 (52 kWh) Life (zzgl. Batteriemiete),5,80  (108),III,23900,11600,10350,,,,,,,,
(AG),,,,,,,,,,,,,,
Zoe R135 Z.E. 50 (52 kWh) Experience (zzgl.,5,100  (136),III,25900,13900,12400,,,,,,,,
Batteriemiete) (AG),,,,,,,,,,,,,,
SEAT,,,,,,,,,,,,,,
Alhambra 1.4 TSI Start&Stop Reference (7N),5,110  (150),V,29605,,,,,,13550,11900,,,
Alhambra 1.4 TSI Reference (7N),5,110  (150),V,32435,,22150,19900,,,,,,,
Alhambra 1.4 TSI Start&Stop Reference (7N),5,110  (150),V,30815,,,19450,17900,16250,14400,,,,
Alhambra 2.0 TSI Start&Stop Style DSG (7N),5,162  (220),V,38855,,,24700,21200,19350,16900,,,,
Alhambra 2.0 TDI Ecomotive Reference (7N),5,85  (115),VI,30905,,,,,,11500,10100,,,
Alhambra 2.0 TDI Ecomotive Reference (7N),5,85  (115),VI,31460,,,,,14300,11950,,,,
Alhambra 2.0 TDI Ecomotive Reference (7N),5,110  (150),VI,33560,,,19600,17850,15650,14000,,,,
Alhambra 2.0 TDI Reference DSG (7N),5,110  (150),VI,34850,,23550,20000,,,,,,,
Alhambra 2.0 TDI Start&Stop Style 4Drive (7N),5,110  (150),VI,37910,,,22200,20250,17750,15850,,,,
Alhambra 2.0 TDI Style 4Drive (7N),5,110  (150),VI,39040,,26400,,,,,,,,
Alhambra 2.0 TDI Style 4Drive DSG  (7N),5,130  (177),VI,42842,31950,28400,,,,,,,,
Alhambra 2.0 TDI Style DSG (7N),5,130  (177),VI,37286,27800,25200,21300,,,,,,,
Alhambra 2.0 TDI Start&Stop Style (7N),5,135  (184),VI,39690,,,23450,20150,18350,15150,,,,
Alhambra 2.0 TDI Start&Stop Style 4Drive DSG  (7N),5,135  (184),VI,41640,,,26000,22300,20350,,,,,
Altea 1.4 TSI 4You (5P),5,92  (125),IV,20290,,,,,,8675,7725,,,
Arona 1.0 EcoTSI Reference (KJ),5,70  (95),III,16290,,,11900,10700,,,,,,
Arona 1.0 TSI Reference (KJ),5,70  (95),III,17400,14050,13050,11900,,,,,,,
Arona 1.0 TSI Style (KJ),5,81  (110),III,21220,16800,,,,,,,,,
Arona 1.0 EcoTSI Style (KJ),5,85  (115),III,19620,,,13650,12250,,,,,,
Arona 1.0 TSI Style (KJ),5,85  (115),III,20685,17150,15300,13700,,,,,,,
Arona 1.5 TSI Evo FR (KJ),5,110  (150),III,22820,,,15550,14000,,,,,,
Arona 1.5 TSI FR (KJ),5,110  (150),III,23512,19500,17400,15550,,,,,,,
Arona 1.6 TDI Reference (KJ),5,70  (95),IV,19860,,12900,11950,10750,,,,,,
Arona 1.6 TDI Style (KJ),5,85  (115),IV,22245,,15750,14000,,,,,,,
Arona 1.0 TGI Style (KJ),5,66  (90),III,20783,14950,13450,,,,,,,,
Ateca 1.0 TSI Reference (5FP),5,81  (110),III,24790,18150,,,,,,,,,
,,,,,,,,,,,,,,
ADAC e.V. | 81360 München,Seite: 161 von 213,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Frühjahr/Sommer 2022,,,,,,,,,,,,,,
Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,,,
Fahrzeug/Modell (Generation**),Türen kW (PS),,Kl.,preis,2020,2019,2018,2017,2016,2015,2014,,,
SEAT,,,,,,,,,,,,,,
Ateca 1.0 TSI Ecomotive Reference (5FP),5,85  (115),III,20980,,,15250,14200,12700,,,,,
Ateca 1.0 TSI Reference (5FP),5,85  (115),III,21923,17600,16500,15250,,,,,,,
Ateca 1.0 TSI Reference (5FP),5,85  (115),III,22849,18150,,,,,,,,,
Ateca 1.4 EcoTSI Style (5FP),5,110  (150),III,26020,,,19800,18400,16550,,,,,
Ateca 1.4 EcoTSI Style 4Drive (5FP),5,110  (150),III,29670,,,22550,19700,17750,,,,,
Ateca 1.5 TSI ACT Style (5FP),5,110  (150),III,26587,21550,20200,19150,,,,,,,
Ateca 1.5 TSI ACT Style 4Drive DSG  (5FP),5,110  (150),III,29670,,23500,21500,,,,,,,
Ateca 1.5 TSI ACT Style (5FP),5,110  (150),III,30000,23550,,,,,,,,,
Ateca 2.0 TSI Xcellence 4Drive DSG  (5FP),5,140  (190),III,33985,,,25750,24200,,,,,,
Ateca 2.0 TSI Xperience 4Drive DSG (5FP),5,140  (190),III,36610,29400,,,,,,,,,
Ateca 1.6 TDI Ecomotive Reference (5FP),5,85  (115),IV,24950,,,15850,14900,13650,,,,,
Ateca 1.6 TDI Reference (5FP),5,85  (115),IV,25549,17800,16850,15850,,,,,,,
Ateca 2.0 TDI Reference (5FP),5,85  (115),IV,29020,20550,,,,,,,,,
Ateca 2.0 TDI Style (5FP),5,110  (150),IV,30111,23500,22150,20800,,,,,,,
Ateca 2.0 TDI Style 4Drive (5FP),5,110  (150),IV,30130,,,20700,19200,17250,,,,,
Ateca 2.0 TDI Style (5FP),5,110  (150),IV,31296,23700,,,,,,,,,
Ateca 2.0 TDI Style 4Drive DSG (5FP),5,110  (150),IV,33523,25950,24500,,,,,,,,
Ateca 2.0 TDI Xcellence 4Drive DSG  (5FP),5,140  (190),IV,36820,,,24650,22900,20200,,,,,
Ibiza SC 1.2 12V Reference (6J),3,44  (60),III,10990,,,,,,4875,4450,,,
Ibiza SC 1.2 12V Reference (6J),3,51  (70),III,12580,,,,,,5550,5050,,,
Ibiza SC 1.4 16V Reference (6J),3,63  (85),III,13380,,,,,,5700,5225,,,
Ibiza SC 1.2 TSI Start&Stop Sun (6J),3,77  (105),III,16290,,,,,,7050,6400,,,
Ibiza SC 1.2 TSI Sun (6J),3,77  (105),III,15890,,,,,,6875,6225,,,
Ibiza SC 1.4 TSI ACT FR (6J),3,103  (140),III,19905,,,,,,8950,8100,,,
Ibiza SC 1.4 TSI FR DSG  (6J),3,110  (150),III,20775,,,,,,9025,8250,,,
Ibiza SC 1.2 TDI Ecomotive Reference (6J),3,55  (75),V,15480,,,,,,5550,4950,,,
Ibiza SC 1.2 TDI Reference (6J),3,55  (75),V,14780,,,,,,5275,4675,,,
Ibiza SC 1.6 TDI Sun (6J),3,66  (90),V,17190,,,,,,6150,5475,,,
Ibiza SC 1.6 TDI Sun (6J),3,77  (105),V,17690,,,,,,6325,5600,,,
Ibiza SC 1.6 LPG Reference  (6J),3,60  (82),III,15110,,,,,,6575,5975,,,
Ibiza 1.2 12V Reference (6J),5,44  (60),III,11690,,,,,,5200,4725,,,
Ibiza 1.2 12V Reference (6J),5,51  (70),III,13280,,,,,,5850,5325,,,
Ibiza 1.4 16V Reference (6J),5,63  (85),III,14080,,,,,,6050,5525,,,
Ibiza 1.2 TSI Start&Stop Sun (6J),5,77  (105),III,16990,,,,,,7350,6675,,,
Ibiza 1.2 TSI Sun (6J),5,77  (105),III,16590,,,,,,7175,6500,,,
Ibiza 1.4 TSI ACT FR (6J),5,103  (140),III,20685,,,,,,9275,8425,,,
Ibiza 1.4 TSI FR DSG  (6J),5,110  (150),III,21395,,,,,,9300,8500,,,
Ibiza 1.2 TDI Ecomotive Reference (6J),5,55  (75),V,16180,,,,,,5800,5175,,,
Ibiza 1.2 TDI Reference (6J),5,55  (75),V,15480,,,,,,5550,4950,,,
Ibiza 1.6 TDI Sun (6J),5,66  (90),V,17890,,,,,,6300,5600,,,
Ibiza 1.6 TDI Sun (6J),5,77  (105),V,18390,,,,,,6550,5800,,,
Ibiza 2.0 TDI FR (6J),5,105  (143),V,21415,,,,,,7575,6725,,,
Ibiza 1.6 LPG Reference  (6J),5,60  (82),III,15810,,,,,,6850,6250,,,
Ibiza ST 1.2 12V Reference (6J),5,44  (60),III,12490,,,,,,5525,5050,,,
,,,,,,,,,,,,,,
ADAC e.V. | 81360 München,Seite: 162 von 213,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Frühjahr/Sommer 2022,,,,,,,,,,,,,,
,,Alle Marken,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,
,,Fahrzeug/Modell (Generation**),Türen kW (PS),,Kl.,preis,2020,2019,2018,2017,2016,2015,2014,
,SEAT,,,,,,,,,,,,,
,,Ibiza ST 1.2 12V Reference (6J),5,51  (70),III,14080,,,,,,6225,5650,
,,Ibiza ST 1.4 16V Reference (6J),5,63  (85),III,14880,,,,,,6400,5850,
,,Ibiza ST 1.2 TSI Start&Stop Sun (6J),5,77  (105),III,17790,,,,,,7700,6975,
,,Ibiza ST 1.2 TSI Sun (6J),5,77  (105),III,17390,,,,,,7525,6825,
,,Ibiza ST 1.4 TSI ACT FR (6J),5,103  (140),III,21325,,,,,,9600,8700,
,,Ibiza ST 1.4 TSI FR DSG  (6J),5,110  (150),III,22195,,,,,,9675,8825,
,,Ibiza ST 1.2 TDI Ecomotive Reference (6J),5,55  (75),V,16980,,,,,,6050,5375,
,,Ibiza ST 1.2 TDI Reference (6J),5,55  (75),V,16280,,,,,,5800,5150,
,,Ibiza ST 1.6 TDI Sun (6J),5,66  (90),V,18690,,,,,,6600,5850,
,,Ibiza ST 1.6 TDI Sun (6J),5,77  (105),V,19190,,,,,,6775,6000,
,,Ibiza SC 1.0  (6P),3,55  (75),III,11990,,,,6675,5950,5250,,
,,Ibiza SC 1.0 Start&Stop Reference (6P),3,55  (75),III,13240,,,,7375,6575,5800,,
,,Ibiza SC 1.2 TSI Reference (6P),3,66  (90),III,13990,,,,7475,6675,5900,,
,,Ibiza SC 1.0 EcoTSI Start&Stop Style (6P),3,70  (95),III,15980,,,,8850,7900,6975,,
,,Ibiza SC 1.0 EcoTSI Start&Stop Style (6P),3,81  (110),III,16730,,,,9200,8225,7250,,
,,Ibiza SC 1.4 TSI Start&Stop ACT FR (6P),3,110  (150),III,20440,,,,11050,9850,8675,,
,,Ibiza SC 1.8 TSI Start&Stop Cupra (6P),3,141  (192),III,23060,,,,12750,11350,10050,,
,,Ibiza SC 1.4 TDI Ecomotive Reference (6P),3,55  (75),V,15800,,,,7250,6350,5575,,
,,Ibiza SC 1.4 TDI Start&Stop Style (6P),3,66  (90),V,17515,,,,8200,7250,6175,,
,,Ibiza SC 1.4 TDI Start&Stop Style (6P),3,77  (105),V,18040,,,,8275,7325,6550,,
Ibiza,1.0,(6P),5,55  (75),III,12690,,,,7550,6725,5925,,
Ibiza,,1.0 Start&Stop Reference (6P),5,55  (75),III,13940,,,,8275,7400,6525,,
Ibiza,,1.2 TSI Reference (6P),5,66  (90),III,14690,,,,8300,7425,6525,,
Ibiza,,1.0 EcoTSI Start&Stop Style (6P),5,70  (95),III,16680,,,,9825,8750,7725,,
Ibiza,,1.0 EcoTSI Start&Stop Style (6P),5,81  (110),III,17430,,,,10200,9075,8000,,
Ibiza,,1.4 TSI Start&Stop ACT FR (6P),5,110  (150),III,21140,,,,12000,10700,9450,,
Ibiza,,1.4 TDI Ecomotive Reference (6P),5,55  (75),V,16500,,,,7500,6575,5600,,
Ibiza,,1.4 TDI Start&Stop Style (6P),5,66  (90),V,18215,,,,8450,7475,6375,,
Ibiza,,1.4 TDI Start&Stop Style (6P),5,77  (105),V,18740,,,,7775,6875,5850,,
,,Ibiza ST 1.0  (6P),5,55  (75),III,13490,,,,,7150,6300,,
,,Ibiza ST 1.0 Start&Stop Reference (6P),5,55  (75),III,14740,,,,,7825,6900,,
,,Ibiza ST 1.2 TSI Reference (6P),5,66  (90),III,15490,,,,,7825,6900,,
,,Ibiza ST 1.0 EcoTSI Start&Stop Style (6P),5,70  (95),III,17480,,,,,9175,8100,,
,,Ibiza ST 1.0 EcoTSI Start&Stop Style (6P),5,81  (110),III,18230,,,,,9500,8375,,
,,Ibiza ST 1.4 TSI Start&Stop ACT FR (6P),5,110  (150),III,21940,,,,,11150,9800,,
,,Ibiza ST 1.4 TDI Ecomotive Reference (6P),5,55  (75),V,17300,,,,,6900,5875,,
,,Ibiza ST 1.4 TDI Start&Stop Style (6P),5,66  (90),V,19015,,,,,7800,6650,,
,,Ibiza ST 1.4 TDI Start&Stop Style (6P),5,77  (105),V,19540,,,,,7175,6100,,
Ibiza,,1.0 MPI  (KJ),5,48  (65),III,12690,,,7625,7150,,,,
Ibiza,,1.0 MPI Reference (KJ),5,55  (75),III,14560,,,8750,8225,,,,
Ibiza,,1.0 MPI Reference (KJ),5,59  (80),III,15173,11250,10100,9025,,,,,
Ibiza,,1.0 EcoTSI Reference (KJ),5,70  (95),III,15515,,,10500,8675,,,,
Ibiza,,1.0 TSI Reference (KJ),5,70  (95),III,16303,12700,11700,10500,,,,,
Ibiza,,1.0 TSI Style (KJ),5,81  (110),III,19660,15150,,,,,,,
,,,,,,,,,,,,,,
ADAC e.V. | 81360 München,Seite: 163 von 213,,,,,,,,,,,,,
** Herstellerinterne Baureihenbezeichnung bzw. amtlicher Klartext,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Gebrauchtwagenpreise Frühjahr/Sommer 2022,,,,,,,,,,,,,,
,Alle Marken,,,,km-Neu-,,,,,Durchschnittspreise in Euro für Baujahr,,,,
,,Fahrzeug/Modell (Generation**),Türen kW (PS),,Kl.,preis,2020,2019,2018,2017,2016,2015,2014,
SEAT,,,,,,,,,,,,,,
Ibiza,,1.0 EcoTSI Style (KJ),5,85  (115),III,18450,,,12550,10850,,,,
Ibiza,1.0 TSI Style (KJ),,5,85  (115),III,19164,15200,13950,12550,,,,,
Ibiza,,1.5 TSI Xcellence DSG  (KJ),5,110  (150),III,24890,18800,,,,,,,
Ibiza,,1.6 TDI Reference (KJ),5,59  (80),V,18155,,11850,10850,9525,,,,
Ibiza,1.6 TDI Style (KJ),,5,70  (95),V,20595,,14000,12450,10950,,,,
Ibiza,1.6 TDI Style (KJ),,5,85  (115),V,21495,,15400,13700,,,,,
Ibiza,,1.0 TGI Reference  (KJ),5,66  (90),III,17555,,,11700,10500,,,,
Leon,,1.0 TSI Reference (KL),5,66  (90),III,21890,15750,,,,,,,
Leon,,1.0 eTSI Style DSG (KL),5,81  (110),III,27320,19650,,,,,,,
Leon,,1.0 TSI Reference (KL),5,81  (110),III,22890,16300,,,,,,,
,Leon 1.5 TSI Style (KL),,5,96  (130),III,23249,18150,,,,,,,
Leon,,1.5 eTSI FR DSG (KL),5,110  (150),III,28318,22600,,,,,,,
Leon,,2.0 TDI Reference (KL),5,85  (116),V,23785,17500,,,,,,,
,Leon 2.0 TDI Style (KL),,5,110  (150),V,29700,21200,,,,,,,
Leon,,1.4 e-HYBRID FR DSG (KL),5,150  (204),III,35840,22050,,,,,,,
,,Leon Sportstourer 1.0 TSI Reference (KL),5,66  (90),III,23280,17300,,,,,,,
,,Leon Sportstourer 1.5 TSI Style (KL),5,96  (130),III,24516,19600,,,,,,,
,,Leon Sportstourer 1.5 eTSI Style DSG (KL),5,110  (150),III,27733,22650,,,,,,,
,,Leon Sportstourer 2.0 TDI Style (KL),5,110  (150),V,31090,21450,,,,,,,
